ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged
38943844,The Modern Escape EP,Rock,Music,USD,2012-11-01 17:00:55,1000,2012-10-02 18:00:55,1690,successful,35,US,1690
1722166529,The Portrait.,People,Photography,GBP,2016-05-29 20:42:12,3000,2016-04-29 20:42:12,300,failed,2,GB,436.201212
459828811,Baby Sexy Cool,Digital Art,Art,USD,2014-07-21 20:53:39,15000,2014-05-22 20:53:39,3,failed,3,US,3
1478695045,Everything is Possible,Nonfiction,Publishing,GBP,2015-09-03 14:00:00,2200,2015-08-06 20:19:08,2360,successful,65,GB,3666.4978408
1800409656,"Help Therefore, The Flood go on tour!",Music,Music,USD,2012-03-21 02:51:49,1000,2012-02-05 03:51:49,0,failed,0,US,0
1909934928,Live at The Spotted Dog,Jazz,Music,GBP,2016-06-14 21:00:00,2500,2016-05-10 21:39:12,2571,successful,101,GB,3707.43159459
1255122915,Gate$Global entertainment,Television,Film & Video,USD,2015-07-04 06:24:27,50000,2015-06-04 06:24:27,0,failed,0,US,0
976345872,Black Turtle: Laptop Sleeve + Battery + Cord Organizers,Product Design,Design,USD,2015-06-27 08:48:41,20000,2015-04-28 08:48:41,2401,canceled,30,US,2401
785841921,MOSAIC Festival,Music,Music,USD,2012-06-06 22:00:00,2500,2012-04-26 05:04:49,2501,successful,24,US,2501
1352344547,"Match By Match records and releases ""American Crowbar""",Country & Folk,Music,USD,2011-04-18 06:29:40,750,2011-02-16 06:29:40,2885,successful,91,US,2885
1753816557,Paper Garden - Film,Documentary,Film & Video,USD,2014-10-24 05:15:41,3588,2014-10-06 05:15:41,6400,successful,87,US,6400
404471826,"Global Gourmet Food Truck & Catering, featuring Chef Subash",Food Trucks,Food,USD,2015-05-29 04:57:31,20000,2015-04-29 04:57:31,2181,failed,15,US,2181
439159613,INSIGHTFUL,Hip-Hop,Music,CAD,2015-03-14 05:52:00,6000,2015-02-12 08:45:32,0,failed,0,CA,0
115713179,I Wish You Love,Jazz,Music,USD,2016-05-18 21:32:43,10000,2016-04-18 21:32:43,94,failed,3,US,94
449202983,Bees Knees & Hummers Hangout Urban Wildlife Sanctuaries,Children's Books,Publishing,USD,2014-09-01 08:00:00,18000,2014-07-30 04:20:01,55,failed,2,US,55
1328759295,Expressive Celebrity Portraits PhotoBook,Photobooks,Photography,GBP,2015-09-22 23:19:41,2000,2015-09-07 23:19:41,263,failed,3,GB,398.96239464
2034313769,Tabletop Gaming Fold-Out Cubby Shelf Table Top Project!,Tabletop Games,Games,USD,2013-12-23 01:23:15,599,2013-12-03 01:23:15,686,successful,23,US,686
1960016677,HELP ME BUILD A GREAT RIVER BAR & GRILL IN GREENE IOWA,Food,Food,USD,2014-05-23 12:58:56,7500,2014-04-03 12:58:56,225,failed,4,US,225
1040844962,Playing with Fire & Keeping Our Kids Safe,Nonfiction,Publishing,USD,2012-07-09 22:28:52,10000,2012-06-09 22:28:52,75,failed,3,US,75
990616144,In The Eyes Of Love and Vengeance,Film & Video,Film & Video,USD,2014-06-26 21:41:37,65000,2014-05-27 21:41:37,0,failed,0,US,0
2102119046,Three Years Later (Part 1),Fiction,Publishing,USD,2015-09-01 18:38:46,600,2015-07-28 18:38:46,10,failed,1,US,10
151713524,A Self-Made Man,Documentary,Film & Video,USD,2013-01-24 21:20:07,12000,2012-12-10 21:20:07,5342,failed,59,US,5342
235116294,Bike La Femme 2015 Calendar,Calendars,Publishing,USD,2014-11-29 06:59:00,1000,2014-11-17 07:16:51,1805,successful,42,US,1805
1430337071,Mirror,Apps,Technology,USD,2015-12-03 23:48:47,50000,2015-11-03 23:48:47,1,failed,1,US,1
859593697,Making my first album is not just a dream...,Hip-Hop,Music,EUR,2014-07-18 23:53:14,300,2014-06-18 23:53:14,50,failed,2,NL,67.8213475
128808788,Your Personalized Yo-Yo,Product Design,Design,USD,2013-03-08 03:10:22,3000,2013-02-06 03:10:22,0,failed,0,US,0
1827343504,The Twenty – A Surfrider Foundation Film,Documentary,Film & Video,USD,2012-11-30 00:59:31,78000,2012-10-16 00:59:31,81707,successful,1098,US,81707
944286510,ANCHOR BABY,Narrative Film,Film & Video,USD,2012-12-24 13:09:00,15000,2012-11-30 01:20:40,0,failed,0,US,0
284289195,Publish/copyright  Murder and the Glass House,Fiction,Publishing,USD,2015-04-30 20:09:00,250,2015-03-17 19:31:56,1,failed,1,US,1
162685558,Jordan Rivers music video PROJECT! (Canceled),Hip-Hop,Music,CAD,2015-12-05 14:21:00,1500,2015-11-05 17:43:53,140,canceled,2,CA,107.2138046
1544521,Star Wars 1:1 Vehicles (Canceled),Art,Art,USD,2014-06-07 22:20:48,35000,2014-05-08 22:20:48,25,canceled,1,US,25
1034353955,"Forged in Steel, a card driven strategy game for 2-4 players",Tabletop Games,Games,USD,2015-02-03 07:59:00,15000,2015-01-06 03:40:18,20998,successful,253,US,20998
1114104564,"Color, Love, Light and Power!",Painting,Art,USD,2012-12-26 18:13:57,17500,2012-11-26 18:13:57,100,failed,1,US,100
1026230619,FoPo Food Powder - Saving almost expiring fruits DELICIOUSLY,Food,Food,SEK,2015-07-09 18:05:44,180000,2015-05-20 18:05:44,219786.5,successful,160,SE,26659.05187053
14948596,THIS POEM IS FOR YOU,Poetry,Publishing,USD,2012-12-10 06:55:00,3300,2012-10-31 05:55:00,120,failed,4,US,120
335521863,"Elizabeth Hunter Music Video! ""Move Like the Moon""",Music,Music,USD,2015-04-02 20:09:47,5000,2015-03-03 20:09:47,5135,undefined,0,"N,""0",
947944401,TEAM SABOR CUBANO to DENMARK,Performances,Dance,AUD,2015-05-13 15:15:44,20000,2015-04-13 15:15:44,0,failed,0,AU,0
1461636185,Hidden Secrets,Narrative Film,Film & Video,USD,2012-06-11 04:35:03,3000,2012-04-12 04:35:03,0,failed,0,US,0
1686037955,ThreadHype,DIY,Crafts,USD,2014-12-28 15:15:24,20000,2014-11-28 15:15:24,16,failed,2,US,16
737578794,Luke Banderloft Web Series,Webseries,Film & Video,USD,2014-03-01 19:17:36,15000,2013-12-31 19:17:36,15036,successful,182,US,15036
2123893347,Loving Eyes,Faith,Music,USD,2014-11-09 04:19:28,12000,2014-10-10 04:19:28,27,failed,2,US,27
2017989565,Playgeek Magazine,Zines,Publishing,EUR,2015-05-13 17:57:10,29000,2015-04-01 17:57:10,2735,failed,136,NL,2960.85714785
473457220,No One Told Me I Could Be President!,Children's Books,Publishing,USD,2012-11-29 21:36:11,1000,2012-10-30 20:36:11,1130,successful,46,US,1130
1210160828,"We Break Strings, the Alternative Classical Scene in London",Photobooks,Photography,GBP,2014-10-05 09:57:19,5000,2014-09-05 09:57:19,5574,successful,168,GB,9173.94956154
1495083875,"""Century Soldiers"" (Canceled)",Documentary,Film & Video,USD,2015-05-28 19:02:00,238000,2015-04-28 19:02:00,1000,canceled,1,US,1000
1980317959,Metacell 2: Beyond the Gate,Video Games,Games,USD,2012-04-14 04:22:29,69000,2012-03-15 03:22:29,1889,failed,77,US,1889
156808183,""" One Last Sunset  """,Documentary,Film & Video,USD,2010-08-15 22:02:00,5000,2010-07-15 18:27:13,0,failed,0,US,0
241385652,Skin: Film Production By 14 Year Old Aniya Wolfe,Television,Film & Video,USD,2016-07-05 03:07:47,9000,2016-05-26 03:07:47,2965,live,30,US,2940
955590149,Martial Chess,Live Games,Games,USD,2016-01-30 23:39:38,50000,2015-12-01 23:39:38,4,failed,4,US,4
2004359930,"DietCMS, the super-light new web design and management tool",Software,Technology,GBP,2013-06-27 12:41:30,5900,2013-05-28 12:41:30,352,failed,10,GB,532.4813648
1831394484,The XQ1 Project:  Restaurant Reviews Reinvented,Journalism,Journalism,USD,2012-11-23 03:02:23,250000,2012-10-21 03:02:23,80,failed,3,US,80
1836179244,Holding On - The Skid Kids Story,Documentary,Film & Video,AUD,2015-09-25 00:20:01,20000,2015-08-26 00:20:01,20763,successful,303,AU,15012.20108817
1174411002,Princes of Tomorrow,Documentary,Film & Video,USD,2014-05-08 20:28:26,3000,2014-04-07 20:28:26,449,failed,9,US,449
368769826,"The Story of Lee, a graphic novel.",Comics,Comics,USD,2013-08-31 16:15:40,10000,2013-08-01 16:15:40,447,failed,12,US,447
657505968,Steel Toed Slippers 2014 Summer Tour,Indie Rock,Music,USD,2014-05-10 01:39:43,3000,2014-04-10 01:39:43,3475,successful,50,US,3475
1442512056,Orcs 28mm metal miniatures,Tabletop Games,Games,GBP,2014-08-28 20:06:54,1200,2014-07-29 20:06:54,1732.5,successful,55,GB,2941.256362275
1613897063,The Circuit: Live Weekly Tech News Digest,Periodicals,Publishing,USD,2009-12-01 18:00:00,4000,2009-09-04 20:13:44,4221,successful,22,US,4221
1616190711,The Boy Band Experience,Pop,Music,USD,2015-05-21 18:57:14,20000,2015-04-06 18:57:14,1,failed,1,US,1
870778657,12in12 Movie,Film & Video,Film & Video,USD,2015-09-01 09:12:00,12000,2015-08-12 16:09:05,12633,successful,70,US,12633
1836091034,the stars that shine in joshua tree music compilation album,Music,Music,USD,2012-12-12 23:35:00,2800,2012-10-24 02:05:37,290,failed,8,US,290
1053180192,Still Waters Street Theatre Project,Theater,Theater,USD,2011-08-06 02:00:00,800,2011-07-07 17:27:05,803,successful,13,US,803
1134219149,In Between - The quest to make an epic analog rock record!,Rock,Music,USD,2012-12-08 16:47:19,3000,2012-11-08 16:47:19,130,failed,6,US,130
2034122399,Bach in the Subways: Putting Music Where the People Are,Classical Music,Music,USD,2015-04-01 03:00:00,15000,2015-03-05 09:56:54,15542,successful,120,US,15542
1939315913,Tzolk'in Playing Cards [Relaunch],Playing Cards,Games,GBP,2015-09-10 09:26:28,500,2015-08-21 09:26:28,2033,successful,199,GB,3188.05944028
1727948014,Live Your Extraordinary Life and Make a Positive Difference.,Apps,Technology,CAD,2014-08-08 08:59:00,60000,2014-07-08 17:05:35,4619,canceled,41,CA,4333.07346106
1679289535,"All Of Me - A History Of Saginaw, MI Musicians 1850s - 1950s",Nonfiction,Publishing,USD,2014-03-14 17:02:13,4500,2014-02-12 18:02:13,1556,failed,35,US,1556
1837172094,Bowling For The Mob,Nonfiction,Publishing,USD,2013-09-13 16:11:20,6500,2013-08-14 16:11:20,6945,successful,62,US,6945
1174821653,DTG Graphics,Apparel,Fashion,USD,2014-10-19 23:31:18,40000,2014-09-19 23:31:18,75,failed,2,US,75
970611790,Be apart of a horror film,Shorts,Film & Video,USD,2011-05-08 20:23:11,1000,2011-04-08 20:23:11,20,failed,2,US,20
201175908,The Free Comic Conventions Project (Canceled),Events,Comics,USD,2016-02-02 06:00:00,30000,2016-01-01 09:04:11,908,canceled,25,US,908
1176597552,"Silencer:  Hear the game, not your opponents",Product Design,Design,USD,2013-03-24 17:30:36,5000,2013-02-22 18:30:36,1521,failed,122,US,1521
1432308783,Vignettes of Interesting Women,Film & Video,Film & Video,USD,2011-07-23 04:48:34,24000,2011-05-14 04:48:34,1400,failed,4,US,1400
1961627351,A Documentary About Plastic Pollution in the Atlantic Ocean,Shorts,Film & Video,USD,2013-03-24 18:27:31,26000,2013-02-22 19:27:31,28781.11,successful,461,US,28781.11
234999165,Photo Challenge,Photobooks,Photography,USD,2015-02-22 06:00:00,200,2015-01-28 00:49:14,1,failed,1,US,1
1559477746,Red Saturn Playing Cards,Playing Cards,Games,USD,2015-12-13 18:11:50,12000,2015-11-13 18:11:50,33213,successful,537,US,33213
709066956,In the Name of the Moon: A Sailor Moon Documentary,Documentary,Film & Video,USD,2014-06-28 04:00:00,2200,2014-06-13 08:39:34,4436,successful,186,US,4436
2117791819,Christian Lyricist's First Studio Project!,Faith,Music,USD,2015-06-27 23:42:48,6000,2015-05-28 23:42:48,0,failed,0,US,0
1472022347,Heavy Metal Africa,Nonfiction,Publishing,USD,2012-06-24 22:30:18,5000,2012-05-25 22:30:18,336,failed,9,US,336
33490749,timmybun,Food,Food,USD,2012-03-29 01:08:53,35000,2012-01-29 01:08:53,30,failed,2,US,30
718409991,Two Journeys to Alaska - 40 Years Apart,Publishing,Publishing,USD,2012-03-09 03:17:36,4000,2012-02-08 03:17:36,4160,successful,21,US,4160
1996424173,Andy Warhol Painting; Help Us Uncover History (Canceled),Painting,Art,USD,2016-06-17 21:54:27,2250,2016-05-18 21:54:27,165,canceled,8,US,165
1838985720,Work Related Start Up,Webseries,Film & Video,USD,2012-12-03 18:00:00,5000,2012-11-16 03:48:25,0,failed,0,US,0
818675636,HabitForge for iOS and Android,Apps,Technology,USD,2015-02-12 01:35:29,90000,2015-01-13 01:35:29,102,failed,3,US,102
1245985475,YouTube Channel Production,Video Art,Art,USD,2015-06-07 00:14:34,4000,2015-04-08 00:14:34,10,failed,1,US,10
758398123,Combox Live: Crowd Sourced Sports Commentary,Technology,Technology,AUD,2014-04-15 07:00:48,17500,2014-03-16 06:00:48,13395,failed,35,AU,12097.82297595
1016899157,Musée du cirque Gilles MAIGNANT : NICE CIRCUS CABARET,Performance Art,Art,EUR,2015-10-25 18:38:53,1000000,2015-08-26 19:38:53,100,failed,1,FR,115.33879
1504194139,"""DJ CH3MICAL EP""",Electronic Music,Music,USD,2015-11-01 02:03:33,9000,2015-10-02 03:03:33,0,failed,0,US,0
769517761,The LUZ Learning Project!,Hip-Hop,Music,USD,2010-01-24 22:35:00,5000,2009-10-27 06:44:38,290,failed,4,US,290
1952267546,BLgTUSA // The First 50 State Food Tour For Equality,Food,Food,USD,2015-02-17 05:59:00,150000,2015-01-19 15:43:58,150730,successful,660,US,150730
82569136,Merzan (spectacular feature film),Movie Theaters,Film & Video,USD,2014-07-22 00:57:19,5000000,2014-05-23 00:57:19,0,failed,0,US,0
93087157,A badge too far vol. 1 immortality,Fiction,Publishing,USD,2012-11-18 03:32:53,50000,2012-09-19 03:32:53,20,failed,1,US,20
393278406,Before. After. Never.,Theater,Theater,USD,2012-04-27 04:07:28,300,2012-03-28 04:07:28,503.22,successful,18,US,503.22
2061588555,Oscar Wilde's The Picture of Dorian Gray: A Staged Reading,Theater,Theater,USD,2013-07-31 22:33:26,550,2013-07-01 22:33:26,560,successful,9,US,560
1980538121,Laser Maze / Arcade Game (Canceled),Gaming Hardware,Games,USD,2016-06-23 01:30:48,50000,2016-05-24 01:30:48,25,canceled,3,US,25
1177725972,Fear Eats the Seoul,Narrative Film,Film & Video,USD,2012-03-01 05:11:00,2000,2012-01-04 06:50:38,3016,successful,63,US,3016
781972011, LONGEVITY -A PHOTO EXPLORATION INTO LOVE (FRANCE),Photography,Photography,USD,2009-11-16 05:59:00,4000,2009-10-04 19:12:44,95,failed,4,US,95
1387333522,SilverAir™: Odorless Athletic Shirts Made With Pure Silver,Fashion,Fashion,USD,2013-12-16 08:59:00,35000,2013-11-04 22:02:10,250421.43,successful,3801,US,250421.43
1780717908,Out of Place: A T-shirt Endeavor,Textiles,Art,USD,2015-05-01 19:43:09,300,2015-04-01 19:43:09,140,failed,4,US,140
160547462,White Noise Paranormal,Documentary,Film & Video,USD,2014-09-04 00:15:51,50000,2014-07-06 00:15:51,3,failed,1,US,3
473306764,Young Artist Multi-Media Showcase,Mixed Media,Art,USD,2012-01-08 19:54:37,2500,2011-12-09 19:54:37,2525.12,successful,35,US,2525.12
1138410774,Wolves & Ravens - Book 1: Endless Dusk (Canceled),Publishing,Publishing,USD,2014-04-19 00:33:00,30000,2014-03-04 20:17:25,1210,canceled,22,US,1210
1368421961,"Dodo Mojo: Reusing, Recycling & Reinventing Vintage Images!",Art,Art,USD,2015-12-02 08:59:00,10000,2015-11-16 20:51:20,1180,failed,13,US,1180
1074620658,What's The Worst That Can Happen? Stand Up Comedy on Bikes,Comedy,Film & Video,USD,2014-06-04 06:59:00,1250,2014-05-13 07:53:04,2303,successful,53,US,2303
1714222093,Balool:clothes that lives your life with you,Ready-to-wear,Fashion,GBP,2014-08-27 14:06:58,3000,2014-07-18 14:06:58,5,failed,1,GB,8.5698615
340643307,"""NEVER"" A feature film with LeeAnna Vamp plus Music Video",Film & Video,Film & Video,USD,2012-03-25 06:02:44,15000,2012-02-24 06:02:44,652,failed,6,US,652
386087809,Waltech - Turns Air conditioner off if no one is in the room,Gadgets,Technology,AUD,2014-10-30 04:02:51,10000,2014-09-15 05:02:51,480,suspended,4,AU,433.815168
363776025,Three Kings Inc: The Regal Choice,Fashion,Fashion,USD,2013-08-25 22:39:53,5000,2013-07-26 22:39:53,116,failed,5,US,116
